hashtags,retweeted,coordinates,content,followers_count,score,location,retweet_count,listed_count,favorited,utc_offset,description,user_mentions,trackback_author_url,geo_enabled,geo,lang,favourites_count,firstpost_date,url,time_zone,place,trackback_author_nick,trackback_permalink
Haiti~health~cholera,False,None,RT @AmeriCares: Clean hands save lives. Our #Haiti team busy supporting this community #health event today. #cholera @ticivil http://t.co/Q…,43,7.040291,,8,0,False,-14400,,AmeriCares~ticivil,http://twitter.com/feak00,True,None,en,39,06/01/14,http://twitter.com/feak00/status/473246954924040192,Eastern Time (US & Canada),None,feak00,http://twitter.com/Feak00/status/473246954924040192
Haiti~health~cholera,False,None,RT @AmeriCares: Clean hands save lives. Our #Haiti team busy supporting this community #health event today. #cholera @ticivil http://t.co/Q…,787,7.040291,,8,12,False,-14400,✨#AffrmRebel #Gladiator =#RebelGladiator #Scandal #Game of Thrones #Homeland,AmeriCares~ticivil,http://twitter.com/lizcriolla,False,None,en,64044,06/01/14,http://twitter.com/lizcriolla/status/473247394142769152,Eastern Time (US & Canada),None,lizcriolla,http://twitter.com/lizcriolla/status/473247394142769152
Haiti~health~cholera,False,None,RT @AmeriCares: Clean hands save lives. Our #Haiti team busy supporting this community #health event today. #cholera @ticivil http://t.co/Q…,244,7.040291,"New York, NY",8,7,False,-18000,"Writer, reader, runner, gardener, Mets fan and Mensa member. Web content and social media specialist.",AmeriCares~ticivil,http://twitter.com/vmk1105,False,None,en,590,06/01/14,http://twitter.com/vmk1105/status/473248422787821568,Central Time (US & Canada),None,vmk1105,http://twitter.com/vmk1105/status/473248422787821568
Haiti~health~cholera,False,None,RT @AmeriCares: Clean hands save lives. Our #Haiti team busy supporting this community #health event today. #cholera @ticivil http://t.co/Q…,206,7.040291,I Break for #JAM !,8,4,False,None,#Hi TONY GOLDWYN AND SCANDAL! @tonygoldwyn   I Can't just stop........,AmeriCares~ticivil,http://twitter.com/kpetcovic,True,None,en,27895,06/01/14,http://twitter.com/kpetcovic/status/473250082913935360,None,None,kpetcovic,http://twitter.com/KPetcovic/status/473250082913935360
Haiti~health~cholera,False,None,RT @AmeriCares: Clean hands save lives. Our #Haiti team busy supporting this community #health event today. #cholera @ticivil http://t.co/Q…,119,7.040291,,8,10,False,-14400,,AmeriCares~ticivil,http://twitter.com/tifabi09,False,None,en,1321,06/02/14,http://twitter.com/tifabi09/status/473253141807648768,Eastern Time (US & Canada),None,tifabi09,http://twitter.com/tifabi09/status/473253141807648768
Philadelphia~Cholera,False,None,"EXCELLENT... #Philadelphia slogans http://t.co/Y8woB9bXYZ via @phillydotcom ESPECIALLY COOL: ""Philadelphia: #Cholera-free since 1866""",89,8.997562,New York,1,3,False,-14400,"Video producer and NYS-certified EMT. In 2011, spent 8 months in Haiti with Doctors Without Borders. Also a proud Dad, biker, and Adirondacks enthusiast.",phillydotcom,http://twitter.com/alexissmward,False,None,en,2,06/02/14,http://twitter.com/alexissmward/status/473277923999244288,Eastern Time (US & Canada),None,alexissmward,http://twitter.com/alexissmward/status/473277923999244288
SouthSudan~malnutrition~cholera~measles,False,None,RT @lluisahicart: Triple threat to #SouthSudan children: #malnutrition #cholera #measles. We're working to vaccinate &amp; treat. @kentpage htt…,776,6.6824856,MEXICO,5,1,False,None,"A UN SOLDADO SE LE CONOCE EN LA LUCHA, Y A UN CABALLERO  EN SUS VICTORIAS.",lluisahicart~KentPage,http://twitter.com/bravonapoles01,False,None,es,1630,06/02/14,http://twitter.com/bravonapoles01/status/473300404810170368,None,None,bravonapoles01,http://twitter.com/BravoNapoles01/status/473300404810170368
Haiti~health~cholera,False,None,RT @AmeriCares: Clean hands save lives. Our #Haiti team busy supporting this community #health event today. #cholera @ticivil http://t.co/Q…,45,7.040291,Haiti,8,0,False,None,,AmeriCares~ticivil,http://twitter.com/ticivil,False,None,en,41,06/02/14,http://twitter.com/ticivil/status/473319104347402240,None,None,ticivil,http://twitter.com/ticivil/status/473319104347402240
SouthSudan~cholera,False,None,"RT @UNICEF: A girl in Bentiu, #SouthSudan shows off her #cholera vaccine certificate http://t.co/J6tDCCDadZ",915,7.392578,"Currently at Dodoma, Tanzania.",0,21,False,None,"very simple, but not easy.",UNICEF,http://twitter.com/ray_amrk,False,None,en,1113,06/02/14,http://twitter.com/ray_amrk/status/473324148010135552,None,None,ray_amrk,http://twitter.com/ray_amrk/status/473324148010135552
SouthSudan~cholera,False,None,"@UNICEF: A girl in Bentiu, #SouthSudan shows off her #cholera vaccine certificate http://t.co/8ECveXCgl0""",7,7.4056225,,0,0,False,None,,UNICEF,http://twitter.com/ladyz1518ingram,True,None,en,19,06/02/14,http://twitter.com/ladyz1518ingram/status/473329020743213056,None,None,ladyz1518ingram,http://twitter.com/Ladyz1518Ingram/status/473329020743213056
Cholera~UNICEF~Bentiu~SouthSudan,False,None,"RT @UNICEFAfrica: #Cholera prevention: this girl just got vaccinated against it, thanks to #UNICEF. Via @KentPage #Bentiu, #SouthSudan http…",196,6.953254,LA,8,1,False,None,"Female,26,Full Of Fun Love Laughter N Life♥Believe in Basics Food Shelter n Clothes,Spiritual By Thoughts,Stubborn n Humble,Love to Love All,Stay Connected♥",UNICEFAfrica~KentPage,http://twitter.com/kimkardarshian3,True,None,en,3647,06/02/14,http://twitter.com/kimkardarshian3/status/473329973747388416,None,None,kimkardarshian3,http://twitter.com/kimkardarshian3/status/473329973747388416
,False,None,oh shit these world @ problemz#cholera outbreak at thiz tym,0,7.693982,south africa,0,0,False,None,,,http://twitter.com/godi_mozian,False,None,en,2,06/02/14,http://twitter.com/godi_mozian/status/473339746656468992,None,None,godi_mozian,http://twitter.com/godi_mozian/status/473339746656468992
SouthSudan~cholera~donate,False,None,Help us &amp; @WeCatapult as we mobilise humanitarian response in #SouthSudan - http://t.co/kFehvL4pWK #cholera #donate http://t.co/DVvLoWfJdT,12486,11.206683,"Dhaka, Bangladesh",2,516,False,-14400,Spreading proven anti-poverty solutions born in Bangladesh to countries around the world. The world's first international NGO based in the global south.,WeCatapult,http://twitter.com/bracworld,True,None,en,87,06/02/14,http://twitter.com/bracworld/status/473341335701684225,Eastern Time (US & Canada),None,bracworld,http://twitter.com/BRACworld/status/473341335701684225
SouthSudan~cholera,False,None,"""@UNICEF A girl in Bentiu, #SouthSudan shows off her #cholera vaccine certificate http://t.co/Hi7fA2sseb""",2588,8.19088,,1,137,False,19800,"Former VSO vol.(Cameroon&Ghana) strong supporter of UN's Green Environment,Peace&Development efforts.Interested in UNV",UNICEF,http://twitter.com/nilimajumder,True,None,en,72052,06/02/14,http://twitter.com/nilimajumder/status/473342666881515520,Chennai,None,nilimajumder,http://twitter.com/NiliMajumder/status/473342666881515520
SouthSudan~cholera,False,None,"RT @NiliMajumder: ""@UNICEF A girl in Bentiu, #SouthSudan shows off her #cholera vaccine certificate http://t.co/Hi7fA2sseb""",289,7.1868052,"White House, United States",1,12,False,-10800,"Revolution precedes evolution. Our country MUST move forward, or we'll all perish. #UnitedBlue #TogetherWeStand #BoycottKoch #WorldWideWave",NiliMajumder~UNICEF,http://twitter.com/mickietamekia,False,None,en,0,06/02/14,http://twitter.com/mickietamekia/status/473343788346540032,Atlantic Time (Canada),None,mickietamekia,http://twitter.com/MickieTamekia/status/473343788346540032
cholera,False,None,RT @MicrobesInfect: Cholera outbreak in South Sudan - update from WHO http://t.co/lDHHoKz1HQ #cholera,5473,10.418119,,5,190,False,-7200,"A hundred years from now it will not matter the sort
of house I lived in but the world may be different because I was important in the life of animals!",MicrobesInfect,http://twitter.com/proudvegan,False,None,de,24535,06/02/14,http://twitter.com/proudvegan/status/473344077090816000,Greenland,None,proudvegan,http://twitter.com/proudvegan/status/473344077090816000
MSF~cholera~SouthSudan,False,None,RT @MSF_SouthSudan: @rtenews photo gallery on #MSF's response to the serious #cholera oubreak in Juba #SouthSudan   http://t.co/Xtd6FfO58T,1140,6.9953136,"Juba, South Sudan",2,58,False,10800,South Sudan. Health. Aid. Politics. Nerd. Or I just like stalking celebrities.,MSF_SouthSudan~rtenews,http://twitter.com/e_poli,True,None,en,89,06/02/14,http://twitter.com/e_poli/status/473345680283824128,Nairobi,None,e_poli,http://twitter.com/E_Poli/status/473345680283824128
cholera~SouthSudan~RedCross~Prevention,False,None,Fears of a #cholera epidemic in #SouthSudan. #RedCross reports here: http://t.co/ZygoWdgpsq via @Federation #Prevention,16801,12.152051,Australia,3,451,False,36000,"There for people in need. No matter who they are, no matter where they live. Aust Red Cross Blood Service: @redcrossbloodau.",Federation,http://twitter.com/redcrossau,False,None,en,77,06/02/14,http://twitter.com/redcrossau/status/473365923228053504,Sydney,None,redcrossau,http://twitter.com/RedCrossAU/status/473365923228053504
cholera~SouthSudan~RedCross~Prevention,False,None,RT @RedCrossAU: Fears of a #cholera epidemic in #SouthSudan. #RedCross reports here: http://t.co/ZygoWdgpsq via @Federation #Prevention,2988,7.1868052,,3,12,False,None,,RedCrossAU~Federation,http://twitter.com/jo_wooden,True,None,en,352,06/02/14,http://twitter.com/jo_wooden/status/473366312169644032,None,None,jo_wooden,http://twitter.com/Jo_Wooden/status/473366312169644032
Cholera~SouthSudan~Kajo~Kaka~Yei,False,None,"#Cholera emergency in #SouthSudan: As of this morning, 1106 cases of which 27 fatalities. Cases now confirmed in #Kajo-keji, #Kaka &amp; #Yei.",8074,13.378181,#SouthSudan,39,275,False,10800,UN assistant secretary-general. In Juba as deputy special representative and development and humanitarian coordinator. Resilience. Aid. Peacebuilding.,,http://twitter.com/tobylanzer,True,None,en,17,06/02/14,http://twitter.com/tobylanzer/status/473375642260893696,Nairobi,None,tobylanzer,http://twitter.com/tobylanzer/status/473375642260893696
Cholera~SouthSudan~Kajo~Kaka~Yei,False,None,"RT @tobylanzer: #Cholera emergency in #SouthSudan: As of this morning, 1106 cases of which 27 fatalities. Cases now confirmed in #Kajo-keji…",1262,9.824852,Auckland,39,40,False,43200,"NZ Army Staff Officer, CIO on sabbatical, ChildFund NZ Board Member, Geek, Husband, Dad, All Blacks/Blues/Auckland Supporter. Loves Kingsland!",tobylanzer,http://twitter.com/john_holley,True,None,en,931,06/02/14,http://twitter.com/john_holley/status/473375809181208576,Auckland,None,john_holley,http://twitter.com/john_holley/status/473375809181208576
Cholera~SouthSudan~Kajo~Kaka~Yei,False,None,"RT @tobylanzer: #Cholera emergency in #SouthSudan: As of this morning, 1106 cases of which 27 fatalities. Cases now confirmed in #Kajo-keji…",1647,9.827422,3rd Rock from the Sun,39,46,False,14400,"Founder/Director, Transform Lives Consulting. Past: Advisor at the UAE Ministry of Foreign Affairs, United Nations Official at UNDP, UNAIDS, UNHCR...",tobylanzer,http://twitter.com/brigitte_khair,True,None,en,642,06/02/14,http://twitter.com/brigitte_khair/status/473377171394682880,Abu Dhabi,None,brigitte_khair,http://twitter.com/Brigitte_khair/status/473377171394682880
Cholera~SouthSudan~Kajo~Kaka~Yei,False,None,"RT @tobylanzer: #Cholera emergency in #SouthSudan: As of this morning, 1106 cases of which 27 fatalities. Cases now confirmed in #Kajo-keji…",30,6.600602,,39,1,False,-7200,,tobylanzer,http://twitter.com/kovolvo,False,None,en,100,06/02/14,http://twitter.com/kovolvo/status/473377329088323585,Greenland,None,kovolvo,http://twitter.com/kovolvo/status/473377329088323585
Cholera~SouthSudan~NGOs,False,None,#Cholera emergency in #SouthSudan: the case fatality rate remains well above emergency thresholds. Please support @UNICEF &amp; @WHO &amp; #NGOs.,8074,10.061967,#SouthSudan,9,275,False,10800,UN assistant secretary-general. In Juba as deputy special representative and development and humanitarian coordinator. Resilience. Aid. Peacebuilding.,UNICEF~WHO,http://twitter.com/tobylanzer,True,None,en,17,06/02/14,http://twitter.com/tobylanzer/status/473377616389742592,Nairobi,None,tobylanzer,http://twitter.com/tobylanzer/status/473377616389742592
vaccine~cholera~medicines,False,None,"An oral #vaccine called }Shanchol could end #cholera &amp; at $1.85, it’s the cheapest of 3 such #medicines on the market http://t.co/Qpv3KRbS2k",349,6.8625956,,0,5,False,None,"MPH, I aim to remedy health disparities in an effort to remedy the world.",,http://twitter.com/teapleasenow,True,None,en,277,06/02/14,http://twitter.com/teapleasenow/status/473378148281614336,None,None,teapleasenow,http://twitter.com/teapleasenow/status/473378148281614336
Cholera~SouthSudan~NGOs,False,None,RT @tobylanzer: #Cholera emergency in #SouthSudan: the case fatality rate remains well above emergency thresholds. Please support @UNICEF &amp;…,264,6.5836043,Denmark ,9,2,False,-25200,"The biggest mistake I made was when I did nothing because I thought I could only do a little.Husband, Father, Fisherman, Rugby,",tobylanzer~UNICEF~WHO,http://twitter.com/ombogo,False,None,en,7,06/02/14,http://twitter.com/ombogo/status/473379017911857152,Pacific Time (US & Canada),None,ombogo,http://twitter.com/ombogo/status/473379017911857152
cholera~SouthSudan~RedCross~Prevention,False,None,RT @RedCrossAU: Fears of a #cholera epidemic in #SouthSudan. #RedCross reports here: http://t.co/ZygoWdgpsq via @Federation #Prevention,180,7.1868052,"Melbourne, Australia",3,5,False,-28800,"Arsenal, Family and Friends in that order.",RedCrossAU~Federation,http://twitter.com/proudygooner,True,None,en,59,06/02/14,http://twitter.com/proudygooner/status/473379069606629378,Alaska,None,proudygooner,http://twitter.com/proudygooner/status/473379069606629378
Cholera~SouthSudan~Kajo~Kaka~Yei,False,None,"RT @tobylanzer: #Cholera emergency in #SouthSudan: As of this morning, 1106 cases of which 27 fatalities. Cases now confirmed in #Kajo-keji…",42,6.600602,Yei,39,1,False,25200,,tobylanzer,http://twitter.com/ochanhannington,True,None,en,1,06/02/14,http://twitter.com/ochanhannington/status/473380995396538368,Bangkok,None,ochanhannington,http://twitter.com/Ochanhannington/status/473380995396538368
Cholera~SouthSudan~NGOs,False,None,RT @tobylanzer: #Cholera emergency in #SouthSudan: the case fatality rate remains well above emergency thresholds. Please support @UNICEF &amp;…,3512,6.5836043,"Oxford, UK",9,191,False,None,"Oxfam press officer covering humanitarian crises and issues. Struggles with split infinitives, dangling modifiers and ngo jargon. Usual disclaimers & caveats",tobylanzer~UNICEF~WHO,http://twitter.com/ianoxfam,False,None,en,267,06/02/14,http://twitter.com/ianoxfam/status/473381652790792192,None,None,ianoxfam,http://twitter.com/IanOxfam/status/473381652790792192
Cholera~SouthSudan,False,None,"Toby Lanzer (@tobylanzer):
#Cholera emergency in #SouthSudan: As of this morning, 1106 cases of which 27... http://t.co/iDkNZquV5I",1727,6.9943633,Berlin,0,75,False,10800,"Sudan Votes has changed its name to reflect the most integral link between Sudan and South Sudan, namely, The Nile Rivers. Bringing together journalists from bo",tobylanzer,http://twitter.com/theniles2012,True,None,en,79,06/02/14,http://twitter.com/theniles2012/status/473383509089071104,Nairobi,None,theniles2012,http://twitter.com/TheNiles2012/status/473383509089071104
SouthSudan~cholera~Kajo~Kaka~Yei,False,None,"#SouthSudan: UN confirms 1106 #cholera cases and 27 deaths. Cholera levels above emergency threshold. New cases in #Kajo-keji, #Kaka &amp; #Yei.",4252,10.104911,"(Mostly) Islamabad, Pakistan ",0,204,False,3600,"Freelance journalist. Blogger for The Guardian. Writer, professional nomad. Currently working on South Sudan, film about #foodwaste. CoFounder @Everydaybigotry",,http://twitter.com/shaistaaziz,False,None,en,173,06/02/14,http://twitter.com/shaistaaziz/status/473384102893453313,London,None,shaistaaziz,http://twitter.com/shaistaAziz/status/473384102893453313
Cholera~SouthSudan~Kajo~Kaka~Yei,False,None,"RT @tobylanzer: #Cholera emergency in #SouthSudan: As of this morning, 1106 cases of which 27 fatalities. Cases now confirmed in #Kajo-keji…",95,6.600602,Juba - South Sudan,39,3,False,10800,"Hi, I'm Ajak, 23 yrs old Civil Eng' student
Like reading online news, watching movies and playing computer games
My fav' color is green",tobylanzer,http://twitter.com/ajakkon,True,None,en,487,06/02/14,http://twitter.com/ajakkon/status/473384833486700545,Nairobi,None,ajakkon,http://twitter.com/AjakKon/status/473384833486700545
Cholera~SouthSudan~NGOs,False,None,RT @tobylanzer: #Cholera emergency in #SouthSudan: the case fatality rate remains well above emergency thresholds. Please support @UNICEF &amp;…,95,6.5836043,Juba - South Sudan,9,3,False,10800,"Hi, I'm Ajak, 23 yrs old Civil Eng' student
Like reading online news, watching movies and playing computer games
My fav' color is green",tobylanzer~UNICEF~WHO,http://twitter.com/ajakkon,True,None,en,487,06/02/14,http://twitter.com/ajakkon/status/473385836923613184,Nairobi,None,ajakkon,http://twitter.com/AjakKon/status/473385836923613184
Cholera~SouthSudan,False,None,"@Rsherlock “@tobylanzer: #Cholera emergency in #SouthSudan: the case fatality rate remains well above emergency thresholds.""",1022,10.167418,Beirut,0,93,False,10800,"Photojournalist, based in Beirut. 
Portfolio@ http://t.co/QvtK0ZCL0v",Rsherlock~tobylanzer,http://twitter.com/sam7tarling,False,None,en,44,06/02/14,http://twitter.com/sam7tarling/status/473385998932787200,Istanbul,None,sam7tarling,http://twitter.com/sam7tarling/status/473385998932787200
Cholera~SouthSudan~Kajo~Kaka~Yei,False,None,"RT @tobylanzer: #Cholera emergency in #SouthSudan: As of this morning, 1106 cases of which 27 fatalities. Cases now confirmed in #Kajo-keji…",3512,6.600602,"Oxford, UK",39,191,False,None,"Oxfam press officer covering humanitarian crises and issues. Struggles with split infinitives, dangling modifiers and ngo jargon. Usual disclaimers & caveats",tobylanzer,http://twitter.com/ianoxfam,False,None,en,267,06/02/14,http://twitter.com/ianoxfam/status/473389649655001088,None,None,ianoxfam,http://twitter.com/IanOxfam/status/473389649655001088
Cholera~SouthSudan~NGOs,False,None,RT @tobylanzer: #Cholera emergency in #SouthSudan: the case fatality rate remains well above emergency thresholds. Please support @UNICEF &amp;…,9,6.5836043,,9,0,False,None,,tobylanzer~UNICEF~WHO,http://twitter.com/usbaukje,False,None,en,20,06/02/14,http://twitter.com/usbaukje/status/473392297175154689,None,None,usbaukje,http://twitter.com/Usbaukje/status/473392297175154689
Cholera~SouthSudan~Kajo~Kaka~Yei,False,None,"RT @tobylanzer: #Cholera emergency in #SouthSudan: As of this morning, 1106 cases of which 27 fatalities. Cases now confirmed in #Kajo-keji…",4100,6.600602,London,39,186,False,7200,"A wandering Canadian working for BBC Africa. Formerly in Nairobi with the Daily Nation, and Sky News before that",tobylanzer,http://twitter.com/saramojtehedz,True,None,en,95,06/02/14,http://twitter.com/saramojtehedz/status/473396229708480512,Harare,None,saramojtehedz,http://twitter.com/SaraMojtehedz/status/473396229708480512
Cholera~SouthSudan~NGOs,False,None,RT @tobylanzer: #Cholera emergency in #SouthSudan: the case fatality rate remains well above emergency thresholds. Please support @UNICEF &amp;…,2067,6.5836043,IGAD Region,9,35,False,10800,The Intergovernmental Authority on Development (IGAD) is a regional development organization in East Africa. To Learn more visit http://t.co/FMnCwcHSxg,tobylanzer~UNICEF~WHO,http://twitter.com/igadsecretariat,True,None,en,29,06/02/14,http://twitter.com/igadsecretariat/status/473397919216041984,Nairobi,None,igadsecretariat,http://twitter.com/igadsecretariat/status/473397919216041984
Cholera~SouthSudan~NGOs,False,None,RT @tobylanzer: #Cholera emergency in #SouthSudan: the case fatality rate remains well above emergency thresholds. Please support @UNICEF &amp;…,46,6.5836043,Pretoria - South Africa,9,3,False,7200,Communications / Humanitarian assistance / Development among others. Venezuelan/French,tobylanzer~UNICEF~WHO,http://twitter.com/alexlugagne,False,None,en,7,06/02/14,http://twitter.com/alexlugagne/status/473399220914118656,Paris,None,alexlugagne,http://twitter.com/alexlugagne/status/473399220914118656
SouthSudan~cholera,False,None,#SouthSudan capital faces worsening #cholera outbreak http://t.co/knrV0YY5G2 via @sharethis,573,7.6753697,London United Kingdom,0,4,False,None,"Global Humanitarian Relief Foundation Fighting Poverty, Hunger and Empowering Orphans through Education...
Serving Humanity without Compromise",ShareThis,http://twitter.com/ghrf_charity,False,None,en-gb,2,06/02/14,http://twitter.com/ghrf_charity/status/473402205525913600,None,None,ghrf_charity,http://twitter.com/ghrf_charity/status/473402205525913600
Cholera~SouthSudan~NGOs,False,None,RT @tobylanzer: #Cholera emergency in #SouthSudan: the case fatality rate remains well above emergency thresholds. Please support @UNICEF &amp;…,514,6.5836043,Global,9,16,False,7200,"Bringing news, views & images  on disasters, humanitarian issues & CARE's response around the world.",tobylanzer~UNICEF~WHO,http://twitter.com/careemergencies,False,None,en,6,06/02/14,http://twitter.com/careemergencies/status/473404019881562112,Amsterdam,None,careemergencies,http://twitter.com/CAREemergencies/status/473404019881562112
timehop~cholera~horseebooks,False,None,What was happening to my mind a year ago today? @10Xtwenty #timehop #cholera #horseebooks http://t.co/WitZplLp1Z,197,6.9375286,England ,0,1,False,None,No1 Sex Goblin,10Xtwenty,http://twitter.com/bethditzel,False,None,en,295,06/02/14,http://twitter.com/bethditzel/status/473404061916856322,None,None,bethditzel,http://twitter.com/BethDitzel/status/473404061916856322
Guinea~cholera~Shanchol,False,None,Use of Vibrio cholerae Vaccine in an Outbreak in #Guinea — NEJM #cholera #Shanchol http://t.co/aEIZqgBHMU,61,6.8240886,Africa,0,5,False,7200,"The African Cholera Surveillance Network, closing the knowledge gap on the burden of cholera in Africa",,http://twitter.com/africhol,False,None,fr,1,06/02/14,http://twitter.com/africhol/status/473406160599384064,Paris,None,africhol,http://twitter.com/Africhol/status/473406160599384064
Cholera~NoCholera,False,None,"What is the truth now? #Cholera or #NoCholera? ... ""@SABreakingNews: No cholera in Bloemhof: http://t.co/gMOir9tcng""",388,6.8525047,Somewhere in Jozi,0,4,False,None,I love this quote: We don't have money but we have the people and when you have the people you are rich,SABreakingNews,http://twitter.com/proclus2,False,None,en,3396,06/02/14,http://twitter.com/proclus2/status/473407230508036096,None,None,proclus2,http://twitter.com/Proclus2/status/473407230508036096
cholera~Namayingo~globalhealth~Africa,False,None,"Three dead, 37 admitted as #cholera strikes #Namayingo http://t.co/5ntKvbWU91 #globalhealth #Africa",355,7.331301,Anywhere & everywhere,0,22,False,-14400,"International #mentalhealth advocate, #humanrights defender, social worker & #feminist.  On a lighter note, I love chocolate...",,http://twitter.com/kellilesser,False,None,en,5,06/02/14,http://twitter.com/kellilesser/status/473426559601111040,Eastern Time (US & Canada),None,kellilesser,http://twitter.com/kellilesser/status/473426559601111040
cholera~Juba~SouthSudan,False,None,"MSF has treated more than 200 people for #cholera in our treatment centres in #Juba, #SouthSudan",3582,12.361618,London,6,189,False,3600,Tweets from the Médecins Sans Frontières/Doctors Without Borders (MSF) UK press team. MSF news - fast and fresh. @SandraQSmiley and @sophiemadden tweeting.,,http://twitter.com/msf_press,False,None,en,47,06/02/14,http://twitter.com/msf_press/status/473426820734664704,London,None,msf_press,http://twitter.com/MSF_Press/status/473426820734664704
cholera~Juba~SouthSudan,False,None,"RT @MSF_Press: MSF has treated more than 200 people for #cholera in our treatment centres in #Juba, #SouthSudan",1298,7.195049," ~ London, Doha & World Wide ~",6,90,False,3600,Technical Project Management - #Telecommunications #Security #SCADA #IntegratedManagementSystems #STEM #DisasterManagement #Bitcoin. node@nodesystems.co.uk,MSF_Press,http://twitter.com/nodesystems,False,None,en,9510,06/02/14,http://twitter.com/nodesystems/status/473426958412689408,London,None,nodesystems,http://twitter.com/NodeSystems/status/473426958412689408
cholera~Juba~SouthSudan,False,None,"MSF has treated more than 200 people for #cholera in our treatment centres in #Juba, #SouthSudan",264,7.4199595,Denmark ,0,2,False,-25200,"The biggest mistake I made was when I did nothing because I thought I could only do a little.Husband, Father, Fisherman, Rugby,",,http://twitter.com/ombogo,False,None,en,7,06/02/14,http://twitter.com/ombogo/status/473430028198617089,Pacific Time (US & Canada),None,ombogo,http://twitter.com/ombogo/status/473430028198617089
cholera~Juba~SouthSudan,False,None,"RT @MSF_Press: MSF has treated more than 200 people for #cholera in our treatment centres in #Juba, #SouthSudan",1249,7.195049,"Toronto, sometimes.",6,40,False,-14400,"Scot, director of @MSF_Canada, runs @kidEcare & teaches #GlobalHealth module @UofTmedicine | Tweeting: humanitarianism, technology, equality, environment, risk.",MSF_Press,http://twitter.com/chris_m_h,False,None,en,1182,06/02/14,http://twitter.com/chris_m_h/status/473431787130351617,Eastern Time (US & Canada),None,chris_m_h,http://twitter.com/chris_m_h/status/473431787130351617
cholera~Juba~SouthSudan,False,None,"RT @MSF_Press: MSF has treated more than 200 people for #cholera in our treatment centres in #Juba, #SouthSudan",2781,7.195049,Paris and worldwide,6,83,False,7200,"SOLIDARITÉS INTERNATIONAL : Paris-based #humanitarian NGO which works to meet the vital needs (water, food and shelter) of victims of war or natural disaster.",MSF_Press,http://twitter.com/solidarites_int,False,None,fr,196,06/02/14,http://twitter.com/solidarites_int/status/473432488023695360,Paris,None,solidarites_int,http://twitter.com/Solidarites_Int/status/473432488023695360
SouthSudan~Cholera~KajoKeji~Kaka~Yei,False,None,"#SouthSudan - #Cholera emergency : As of this morning, 1106 cases of which 27 fatalities. Cases now confirmed in #KajoKeji, #Kaka &amp; #Yei.",562,6.592637,#NYC,0,14,False,10800,Haut fonctionnaire international #ONU / International Senior Official #UN #HumanRights #Disarmament #Africa #Terrorism #Security,,http://twitter.com/pauldrhn,False,None,fr,9538,06/02/14,http://twitter.com/pauldrhn/status/473433237185101824,Athens,None,pauldrhn,http://twitter.com/pauldrhn/status/473433237185101824
cholera~Juba~SouthSudan,False,None,"Elizabeth is five years old. She has #cholera and is being treated in #Juba, #SouthSudan. Photo @IMkierandoherty    http://t.co/plEdc4jmF2",4252,10.688442,"(Mostly) Islamabad, Pakistan ",0,204,False,3600,"Freelance journalist. Blogger for The Guardian. Writer, professional nomad. Currently working on South Sudan, film about #foodwaste. CoFounder @Everydaybigotry",IMkierandoherty,http://twitter.com/shaistaaziz,False,None,en,173,06/02/14,http://twitter.com/shaistaaziz/status/473433280994635776,London,None,shaistaaziz,http://twitter.com/shaistaAziz/status/473433280994635776
cholera~Juba~SouthSudan,False,None,"RT @MSF_Press: MSF has treated more than 200 people for #cholera in our treatment centres in #Juba, #SouthSudan",167,7.195049,"Nairobi, Kenya",6,1,False,10800,"Humanitarian Aid Worker, Who fights for a Just Society and Who is keen on the World Context.",MSF_Press,http://twitter.com/issadahir,False,None,en,139,06/02/14,http://twitter.com/issadahir/status/473436593303613440,Nairobi,None,issadahir,http://twitter.com/issadahir/status/473436593303613440
cholera~Juba~SouthSudan,False,None,"RT @MSF_Press: MSF has treated more than 200 people for #cholera in our treatment centres in #Juba, #SouthSudan",3235,7.195049,,6,86,False,7200,"Médecins Sans Frontières (MSF) is an international, independent, medical humanitarian organisation",MSF_Press,http://twitter.com/msf,True,None,en,29,06/02/14,http://twitter.com/msf/status/473437615824572416,Amsterdam,None,msf,http://twitter.com/MSF/status/473437615824572416
cholera~Juba~SouthSudan,False,None,"MSF has treated more than 200 people for #cholera in our treatment centres in #Juba, #SouthSudan",316,8.23149,India,1,15,False,19800,"International, independent, medical humanitarian organisation. MSF has worked in India since 1999 and provide medical aid where it's needed most.",,http://twitter.com/msf_ind,True,None,en,3,06/02/14,http://twitter.com/msf_ind/status/473438967518330881,Chennai,None,msf_ind,http://twitter.com/MSF_Ind/status/473438967518330881
UN~BanKiMoon~Haiti~Cholera,False,None,"Globalocal: De Blasio to Meet #UN's #BanKiMoon Amid UNion Busting, Layoffs &amp; #Haiti #Cholera Dodge http://t.co/q5PX1Tq60c",9177,10.100756,United Nations,0,453,False,-14400,"Matthew Russell Lee covers the UN & Security Council daily, IMF, banks behaving badly. Also @FUNCA_info, FP Twitterati for 2013. More at http://t.co/fpQMwQzZFJ",,http://twitter.com/innercitypress,False,None,en,2,06/02/14,http://twitter.com/innercitypress/status/473443292034920448,Eastern Time (US & Canada),None,innercitypress,http://twitter.com/innercitypress/status/473443292034920448
