favorited,utc_offset,description,user_mentions,hashtag,trackback_author_url,geo_enabled,geo,id,lang,favourites_count,firstpost_date,trackback_author_nick,url,retweeted,time_zone,coordinates,content,followers_count,score,place,location,trackback_permalink,retweet_count,listed_count
False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,SamiDan19,bleedingdisorders,http://twitter.com/hemophiliafed,True,None,480889829732122624,en,834,06/23/14,hemophiliafed,http://twitter.com/hemophiliafed/status/480889829732122624,False,Eastern Time (US & Canada),None,RT @SamiDan19: #NYLI educating about #bleedingdisorders and hanging with Reshma Shetty from Royal Pains. http://t.co/i7FMiiDJD4,1764,7.2632904,None,"Washington, DC",http://twitter.com/hemophiliafed/status/480889829732122624,5,56
False,None,Haemnet is the network for health care professionals who treat people with inherited bleeding disorders.,,haemophilia,http://twitter.com/haemnet,False,None,480963525272432641,en,0,06/23/14,haemnet,http://twitter.com/haemnet/status/480963525272432641,False,None,None,"Switching factor products: selecting patients and managing the process  #haemophilia #hemophilia #bleedingdisorders
http://t.co/WKbKgV2oiz",37,7.5107093,None,London,http://twitter.com/haemnet/status/480963525272432641,0,1
False,None,Haemnet is the network for health care professionals who treat people with inherited bleeding disorders.,,hemophilia,http://twitter.com/haemnet,False,None,480963525272432641,en,0,06/23/14,haemnet,http://twitter.com/haemnet/status/480963525272432641,False,None,None,"Switching factor products: selecting patients and managing the process  #haemophilia #hemophilia #bleedingdisorders
http://t.co/WKbKgV2oiz",37,7.5107093,None,London,http://twitter.com/haemnet/status/480963525272432641,0,1
False,None,Haemnet is the network for health care professionals who treat people with inherited bleeding disorders.,,bleedingdisorders,http://twitter.com/haemnet,False,None,480963525272432641,en,0,06/23/14,haemnet,http://twitter.com/haemnet/status/480963525272432641,False,None,None,"Switching factor products: selecting patients and managing the process  #haemophilia #hemophilia #bleedingdisorders
http://t.co/WKbKgV2oiz",37,7.5107093,None,London,http://twitter.com/haemnet/status/480963525272432641,0,1
False,None,An open-access journal for sharing experience in the care of people with bleeding disorders,,haemophilia,http://twitter.com/haemjournal,False,None,480963525947719680,en,0,06/23/14,haemjournal,http://twitter.com/haemjournal/status/480963525947719680,False,None,None,"Switching factor products: selecting patients and managing the process  #haemophilia #hemophilia #bleedingdisorders
http://t.co/MQow44FJ2F",39,8.268064,None,London,http://twitter.com/haemjournal/status/480963525947719680,1,1
False,None,An open-access journal for sharing experience in the care of people with bleeding disorders,,hemophilia,http://twitter.com/haemjournal,False,None,480963525947719680,en,0,06/23/14,haemjournal,http://twitter.com/haemjournal/status/480963525947719680,False,None,None,"Switching factor products: selecting patients and managing the process  #haemophilia #hemophilia #bleedingdisorders
http://t.co/MQow44FJ2F",39,8.268064,None,London,http://twitter.com/haemjournal/status/480963525947719680,1,1
False,None,An open-access journal for sharing experience in the care of people with bleeding disorders,,bleedingdisorders,http://twitter.com/haemjournal,False,None,480963525947719680,en,0,06/23/14,haemjournal,http://twitter.com/haemjournal/status/480963525947719680,False,None,None,"Switching factor products: selecting patients and managing the process  #haemophilia #hemophilia #bleedingdisorders
http://t.co/MQow44FJ2F",39,8.268064,None,London,http://twitter.com/haemjournal/status/480963525947719680,1,1
False,0,SixVibe is the online community for young people with bleeding disorders to learn from and connect with each other.,,haemophilia,http://twitter.com/sixvibe,False,None,480963528879509504,en,4,06/23/14,sixvibe,http://twitter.com/sixvibe/status/480963528879509504,False,Casablanca,None,"Switching factor products: selecting patients and managing the process  #haemophilia #hemophilia #bleedingdisorders
http://t.co/7PDOdakBkW",141,7.446026,None,London,http://twitter.com/Sixvibe/status/480963528879509504,0,6
False,0,SixVibe is the online community for young people with bleeding disorders to learn from and connect with each other.,,hemophilia,http://twitter.com/sixvibe,False,None,480963528879509504,en,4,06/23/14,sixvibe,http://twitter.com/sixvibe/status/480963528879509504,False,Casablanca,None,"Switching factor products: selecting patients and managing the process  #haemophilia #hemophilia #bleedingdisorders
http://t.co/7PDOdakBkW",141,7.446026,None,London,http://twitter.com/Sixvibe/status/480963528879509504,0,6
False,0,SixVibe is the online community for young people with bleeding disorders to learn from and connect with each other.,,bleedingdisorders,http://twitter.com/sixvibe,False,None,480963528879509504,en,4,06/23/14,sixvibe,http://twitter.com/sixvibe/status/480963528879509504,False,Casablanca,None,"Switching factor products: selecting patients and managing the process  #haemophilia #hemophilia #bleedingdisorders
http://t.co/7PDOdakBkW",141,7.446026,None,London,http://twitter.com/Sixvibe/status/480963528879509504,0,6
False,None,,haemjournal,haemophilia,http://twitter.com/katekhair,False,None,481030289209450496,en,23,06/23/14,katekhair,http://twitter.com/katekhair/status/481030289209450496,False,None,None,"RT @haemjournal: Switching factor products: selecting patients and managing the process  #haemophilia #hemophilia #bleedingdisorders
http:/…",71,7.300079,None,,http://twitter.com/katekhair/status/481030289209450496,1,0
False,None,,haemjournal,hemophilia,http://twitter.com/katekhair,False,None,481030289209450496,en,23,06/23/14,katekhair,http://twitter.com/katekhair/status/481030289209450496,False,None,None,"RT @haemjournal: Switching factor products: selecting patients and managing the process  #haemophilia #hemophilia #bleedingdisorders
http:/…",71,7.300079,None,,http://twitter.com/katekhair/status/481030289209450496,1,0
False,None,,haemjournal,bleedingdisorders,http://twitter.com/katekhair,False,None,481030289209450496,en,23,06/23/14,katekhair,http://twitter.com/katekhair/status/481030289209450496,False,None,None,"RT @haemjournal: Switching factor products: selecting patients and managing the process  #haemophilia #hemophilia #bleedingdisorders
http:/…",71,7.300079,None,,http://twitter.com/katekhair/status/481030289209450496,1,0
False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,CDCgov,hemophilia,http://twitter.com/hemophiliafed,True,None,481080683193188353,en,834,06/23/14,hemophiliafed,http://twitter.com/hemophiliafed/status/481080683193188353,False,Eastern Time (US & Canada),None,According to @CDCgov: Anyone w/#hemophilia can form an inhibitor &amp; everybody should be tested: http://t.co/94a8Y20Y5b #bleedingdisorders,1764,7.381401,None,"Washington, DC",http://twitter.com/hemophiliafed/status/481080683193188353,0,56
False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,CDCgov,bleedingdisorders,http://twitter.com/hemophiliafed,True,None,481080683193188353,en,834,06/23/14,hemophiliafed,http://twitter.com/hemophiliafed/status/481080683193188353,False,Eastern Time (US & Canada),None,According to @CDCgov: Anyone w/#hemophilia can form an inhibitor &amp; everybody should be tested: http://t.co/94a8Y20Y5b #bleedingdisorders,1764,7.381401,None,"Washington, DC",http://twitter.com/hemophiliafed/status/481080683193188353,0,56
False,None,"Fuchsia is a support group designed to provide support, empowerment, advocacy, and a sense of community to girls and women effected by bleeding disorders.",,womenshealth,http://twitter.com/fuchsiasupport,False,None,481102106816823297,en,17,06/23/14,fuchsiasupport,http://twitter.com/fuchsiasupport/status/481102106816823297,False,None,None,Getting excited for our June 25th event this week! #womenshealth #bleedingdisorders #healthyliving #bowling,47,8.5709715,None,fuchsia@compbleed.com,http://twitter.com/FuchsiaSupport/status/481102106816823297,1,2
False,None,"Fuchsia is a support group designed to provide support, empowerment, advocacy, and a sense of community to girls and women effected by bleeding disorders.",,bleedingdisorders,http://twitter.com/fuchsiasupport,False,None,481102106816823297,en,17,06/23/14,fuchsiasupport,http://twitter.com/fuchsiasupport/status/481102106816823297,False,None,None,Getting excited for our June 25th event this week! #womenshealth #bleedingdisorders #healthyliving #bowling,47,8.5709715,None,fuchsia@compbleed.com,http://twitter.com/FuchsiaSupport/status/481102106816823297,1,2
False,None,"Fuchsia is a support group designed to provide support, empowerment, advocacy, and a sense of community to girls and women effected by bleeding disorders.",,healthyliving,http://twitter.com/fuchsiasupport,False,None,481102106816823297,en,17,06/23/14,fuchsiasupport,http://twitter.com/fuchsiasupport/status/481102106816823297,False,None,None,Getting excited for our June 25th event this week! #womenshealth #bleedingdisorders #healthyliving #bowling,47,8.5709715,None,fuchsia@compbleed.com,http://twitter.com/FuchsiaSupport/status/481102106816823297,1,2
False,None,"Fuchsia is a support group designed to provide support, empowerment, advocacy, and a sense of community to girls and women effected by bleeding disorders.",,bowling,http://twitter.com/fuchsiasupport,False,None,481102106816823297,en,17,06/23/14,fuchsiasupport,http://twitter.com/fuchsiasupport/status/481102106816823297,False,None,None,Getting excited for our June 25th event this week! #womenshealth #bleedingdisorders #healthyliving #bowling,47,8.5709715,None,fuchsia@compbleed.com,http://twitter.com/FuchsiaSupport/status/481102106816823297,1,2
False,-18000,The Comprehensive Bleeding Disorders Center is a nonprofit organization serving those with congenital #bleedingdisorders throughout the Midwest.,FuchsiaSupport,womenshealth,http://twitter.com/compbleed,False,None,481102192753930240,en,1168,06/23/14,compbleed,http://twitter.com/compbleed/status/481102192753930240,False,Central Time (US & Canada),None,RT @FuchsiaSupport: Getting excited for our June 25th event this week! #womenshealth #bleedingdisorders #healthyliving #bowling,673,7.4777784,None,Illinois,http://twitter.com/CompBleed/status/481102192753930240,1,16
False,-18000,The Comprehensive Bleeding Disorders Center is a nonprofit organization serving those with congenital #bleedingdisorders throughout the Midwest.,FuchsiaSupport,bleedingdisorders,http://twitter.com/compbleed,False,None,481102192753930240,en,1168,06/23/14,compbleed,http://twitter.com/compbleed/status/481102192753930240,False,Central Time (US & Canada),None,RT @FuchsiaSupport: Getting excited for our June 25th event this week! #womenshealth #bleedingdisorders #healthyliving #bowling,673,7.4777784,None,Illinois,http://twitter.com/CompBleed/status/481102192753930240,1,16
False,-18000,The Comprehensive Bleeding Disorders Center is a nonprofit organization serving those with congenital #bleedingdisorders throughout the Midwest.,FuchsiaSupport,healthyliving,http://twitter.com/compbleed,False,None,481102192753930240,en,1168,06/23/14,compbleed,http://twitter.com/compbleed/status/481102192753930240,False,Central Time (US & Canada),None,RT @FuchsiaSupport: Getting excited for our June 25th event this week! #womenshealth #bleedingdisorders #healthyliving #bowling,673,7.4777784,None,Illinois,http://twitter.com/CompBleed/status/481102192753930240,1,16
False,-18000,The Comprehensive Bleeding Disorders Center is a nonprofit organization serving those with congenital #bleedingdisorders throughout the Midwest.,FuchsiaSupport,bowling,http://twitter.com/compbleed,False,None,481102192753930240,en,1168,06/23/14,compbleed,http://twitter.com/compbleed/status/481102192753930240,False,Central Time (US & Canada),None,RT @FuchsiaSupport: Getting excited for our June 25th event this week! #womenshealth #bleedingdisorders #healthyliving #bowling,673,7.4777784,None,Illinois,http://twitter.com/CompBleed/status/481102192753930240,1,16
False,-18000,The Comprehensive Bleeding Disorders Center is a nonprofit organization serving those with congenital #bleedingdisorders throughout the Midwest.,,hemophilia,http://twitter.com/compbleed,False,None,481102992218009600,en,1168,06/23/14,compbleed,http://twitter.com/compbleed/status/481102992218009600,False,Central Time (US & Canada),None,CBDC is celebrating Hemophilia Carrier Week this week! Read on to find out more! #hemophilia #bleedingdisorders... http://t.co/TZh5EwaBpi,673,12.027879,None,Illinois,http://twitter.com/CompBleed/status/481102992218009600,3,16
False,-18000,The Comprehensive Bleeding Disorders Center is a nonprofit organization serving those with congenital #bleedingdisorders throughout the Midwest.,,bleedingdisorders,http://twitter.com/compbleed,False,None,481102992218009600,en,1168,06/23/14,compbleed,http://twitter.com/compbleed/status/481102992218009600,False,Central Time (US & Canada),None,CBDC is celebrating Hemophilia Carrier Week this week! Read on to find out more! #hemophilia #bleedingdisorders... http://t.co/TZh5EwaBpi,673,12.027879,None,Illinois,http://twitter.com/CompBleed/status/481102992218009600,3,16
False,-18000,The Comprehensive Bleeding Disorders Center is a nonprofit organization serving those with congenital #bleedingdisorders throughout the Midwest.,,hemophilia,http://twitter.com/compbleed,False,None,481103687813586945,en,1168,06/23/14,compbleed,http://twitter.com/compbleed/status/481103687813586945,False,Central Time (US & Canada),None,"Here is another ""5 Facts"" YouTube video from CBDC about being a #Hemophilia Carrier. #bleedingdisorders  http://t.co/9FSLNmEENY",673,9.6432,None,Illinois,http://twitter.com/CompBleed/status/481103687813586945,3,16
False,-18000,The Comprehensive Bleeding Disorders Center is a nonprofit organization serving those with congenital #bleedingdisorders throughout the Midwest.,,bleedingdisorders,http://twitter.com/compbleed,False,None,481103687813586945,en,1168,06/23/14,compbleed,http://twitter.com/compbleed/status/481103687813586945,False,Central Time (US & Canada),None,"Here is another ""5 Facts"" YouTube video from CBDC about being a #Hemophilia Carrier. #bleedingdisorders  http://t.co/9FSLNmEENY",673,9.6432,None,Illinois,http://twitter.com/CompBleed/status/481103687813586945,3,16
False,-18000,U of Chief #Illiniwek proud alum-#Dreamer-#Hemophilia Advocate-Out to make everyday a little better in fewer than 140 characters!,CompBleed,hemophilia,http://twitter.com/t_jay00,False,None,481109330117144577,en,485,06/23/14,t_jay00,http://twitter.com/t_jay00/status/481109330117144577,False,Central Time (US & Canada),None,"RT @CompBleed: Here is another ""5 Facts"" YouTube video from CBDC about being a #Hemophilia Carrier. #bleedingdisorders  http://t.co/9FSLNmE…",190,7.4273286,None,"Peoria, Illinois",http://twitter.com/T_Jay00/status/481109330117144577,3,3
False,-18000,U of Chief #Illiniwek proud alum-#Dreamer-#Hemophilia Advocate-Out to make everyday a little better in fewer than 140 characters!,CompBleed,bleedingdisorders,http://twitter.com/t_jay00,False,None,481109330117144577,en,485,06/23/14,t_jay00,http://twitter.com/t_jay00/status/481109330117144577,False,Central Time (US & Canada),None,"RT @CompBleed: Here is another ""5 Facts"" YouTube video from CBDC about being a #Hemophilia Carrier. #bleedingdisorders  http://t.co/9FSLNmE…",190,7.4273286,None,"Peoria, Illinois",http://twitter.com/T_Jay00/status/481109330117144577,3,3
False,None,,CompBleed,hemophilia,http://twitter.com/ashleyvandyk1,False,None,481115697112559617,en,923,06/23/14,ashleyvandyk1,http://twitter.com/ashleyvandyk1/status/481115697112559617,False,None,None,RT @CompBleed: CBDC is celebrating Hemophilia Carrier Week this week! Read on to find out more! #hemophilia #bleedingdisorders... http://t.…,136,7.2642865,None,,http://twitter.com/Ashleyvandyk1/status/481115697112559617,3,0
False,None,,CompBleed,bleedingdisorders,http://twitter.com/ashleyvandyk1,False,None,481115697112559617,en,923,06/23/14,ashleyvandyk1,http://twitter.com/ashleyvandyk1/status/481115697112559617,False,None,None,RT @CompBleed: CBDC is celebrating Hemophilia Carrier Week this week! Read on to find out more! #hemophilia #bleedingdisorders... http://t.…,136,7.2642865,None,,http://twitter.com/Ashleyvandyk1/status/481115697112559617,3,0
False,None,"Fuchsia is a support group designed to provide support, empowerment, advocacy, and a sense of community to girls and women effected by bleeding disorders.",CompBleed,hemophilia,http://twitter.com/fuchsiasupport,False,None,481116456831053824,en,17,06/23/14,fuchsiasupport,http://twitter.com/fuchsiasupport/status/481116456831053824,False,None,None,RT @CompBleed: CBDC is celebrating Hemophilia Carrier Week this week! Read on to find out more! #hemophilia #bleedingdisorders... http://t.…,47,7.2642865,None,fuchsia@compbleed.com,http://twitter.com/FuchsiaSupport/status/481116456831053824,3,2
False,None,"Fuchsia is a support group designed to provide support, empowerment, advocacy, and a sense of community to girls and women effected by bleeding disorders.",CompBleed,bleedingdisorders,http://twitter.com/fuchsiasupport,False,None,481116456831053824,en,17,06/23/14,fuchsiasupport,http://twitter.com/fuchsiasupport/status/481116456831053824,False,None,None,RT @CompBleed: CBDC is celebrating Hemophilia Carrier Week this week! Read on to find out more! #hemophilia #bleedingdisorders... http://t.…,47,7.2642865,None,fuchsia@compbleed.com,http://twitter.com/FuchsiaSupport/status/481116456831053824,3,2
False,None,"Fuchsia is a support group designed to provide support, empowerment, advocacy, and a sense of community to girls and women effected by bleeding disorders.",CompBleed,hemophilia,http://twitter.com/fuchsiasupport,False,None,481116481539682304,en,17,06/23/14,fuchsiasupport,http://twitter.com/fuchsiasupport/status/481116481539682304,False,None,None,"RT @CompBleed: Here is another ""5 Facts"" YouTube video from CBDC about being a #Hemophilia Carrier. #bleedingdisorders  http://t.co/9FSLNmE…",47,7.4273286,None,fuchsia@compbleed.com,http://twitter.com/FuchsiaSupport/status/481116481539682304,3,2
False,None,"Fuchsia is a support group designed to provide support, empowerment, advocacy, and a sense of community to girls and women effected by bleeding disorders.",CompBleed,bleedingdisorders,http://twitter.com/fuchsiasupport,False,None,481116481539682304,en,17,06/23/14,fuchsiasupport,http://twitter.com/fuchsiasupport/status/481116481539682304,False,None,None,"RT @CompBleed: Here is another ""5 Facts"" YouTube video from CBDC about being a #Hemophilia Carrier. #bleedingdisorders  http://t.co/9FSLNmE…",47,7.4273286,None,fuchsia@compbleed.com,http://twitter.com/FuchsiaSupport/status/481116481539682304,3,2
False,-25200,"The love of my life Bill Murphy Co-Developer & PR for DreamNET, see: http://t.co/G6m0Dx2Mh3. Also support @uneedpsi & Hemophiliacs of America",CompBleed,hemophilia,http://twitter.com/blondeone38,True,None,481126058981203968,en,5578,06/23/14,blondeone38,http://twitter.com/blondeone38/status/481126058981203968,False,Pacific Time (US & Canada),None,RT @CompBleed: CBDC is celebrating Hemophilia Carrier Week this week! Read on to find out more! #hemophilia #bleedingdisorders... http://t.…,1887,10.460113,None,California,http://twitter.com/Blondeone38/status/481126058981203968,3,38
False,-25200,"The love of my life Bill Murphy Co-Developer & PR for DreamNET, see: http://t.co/G6m0Dx2Mh3. Also support @uneedpsi & Hemophiliacs of America",CompBleed,bleedingdisorders,http://twitter.com/blondeone38,True,None,481126058981203968,en,5578,06/23/14,blondeone38,http://twitter.com/blondeone38/status/481126058981203968,False,Pacific Time (US & Canada),None,RT @CompBleed: CBDC is celebrating Hemophilia Carrier Week this week! Read on to find out more! #hemophilia #bleedingdisorders... http://t.…,1887,10.460113,None,California,http://twitter.com/Blondeone38/status/481126058981203968,3,38
False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,,hemophilia,http://twitter.com/hemophiliafed,True,None,481148260934254594,en,834,06/23/14,hemophiliafed,http://twitter.com/hemophiliafed/status/481148260934254594,False,Eastern Time (US & Canada),None,Important resources and tips to help you survive the ER and prepare for any emergency: http://t.co/KJFKMNkCGl #hemophilia #bleedingdisorders,1764,7.809263,None,"Washington, DC",http://twitter.com/hemophiliafed/status/481148260934254594,1,56
False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,,bleedingdisorders,http://twitter.com/hemophiliafed,True,None,481148260934254594,en,834,06/23/14,hemophiliafed,http://twitter.com/hemophiliafed/status/481148260934254594,False,Eastern Time (US & Canada),None,Important resources and tips to help you survive the ER and prepare for any emergency: http://t.co/KJFKMNkCGl #hemophilia #bleedingdisorders,1764,7.809263,None,"Washington, DC",http://twitter.com/hemophiliafed/status/481148260934254594,1,56
False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,NHF_Hemophilia~1PM,hemochat,http://twitter.com/hemophiliafed,True,None,481473083291619329,en,834,06/24/14,hemophiliafed,http://twitter.com/hemophiliafed/status/481473083291619329,False,Eastern Time (US & Canada),None,Join us &amp; @NHF_Hemophilia for a #HemoChat @1PM EST tomorrow that's all about #bleedingdisorders #hemophilia camps. Tell us your fav story!,1764,8.678473,None,"Washington, DC",http://twitter.com/hemophiliafed/status/481473083291619329,1,56
False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,NHF_Hemophilia~1PM,bleedingdisorders,http://twitter.com/hemophiliafed,True,None,481473083291619329,en,834,06/24/14,hemophiliafed,http://twitter.com/hemophiliafed/status/481473083291619329,False,Eastern Time (US & Canada),None,Join us &amp; @NHF_Hemophilia for a #HemoChat @1PM EST tomorrow that's all about #bleedingdisorders #hemophilia camps. Tell us your fav story!,1764,8.678473,None,"Washington, DC",http://twitter.com/hemophiliafed/status/481473083291619329,1,56
False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,NHF_Hemophilia~1PM,hemophilia,http://twitter.com/hemophiliafed,True,None,481473083291619329,en,834,06/24/14,hemophiliafed,http://twitter.com/hemophiliafed/status/481473083291619329,False,Eastern Time (US & Canada),None,Join us &amp; @NHF_Hemophilia for a #HemoChat @1PM EST tomorrow that's all about #bleedingdisorders #hemophilia camps. Tell us your fav story!,1764,8.678473,None,"Washington, DC",http://twitter.com/hemophiliafed/status/481473083291619329,1,56
False,None,Nigerian Society of Haematology and Blood Transfusion.,hemophiliafed~NHF_Hemophilia~1PM,hemochat,http://twitter.com/hbtsociety,False,None,481484048351895552,en,0,06/24/14,hbtsociety,http://twitter.com/hbtsociety/status/481484048351895552,False,None,None,RT @hemophiliafed: Join us &amp; @NHF_Hemophilia for a #HemoChat @1PM EST tomorrow that's all about #bleedingdisorders #hemophilia camps. Tell …,72,6.9529552,None,Nigeria ,http://twitter.com/HbtSociety/status/481484048351895552,1,0
False,None,Nigerian Society of Haematology and Blood Transfusion.,hemophiliafed~NHF_Hemophilia~1PM,bleedingdisorders,http://twitter.com/hbtsociety,False,None,481484048351895552,en,0,06/24/14,hbtsociety,http://twitter.com/hbtsociety/status/481484048351895552,False,None,None,RT @hemophiliafed: Join us &amp; @NHF_Hemophilia for a #HemoChat @1PM EST tomorrow that's all about #bleedingdisorders #hemophilia camps. Tell …,72,6.9529552,None,Nigeria ,http://twitter.com/HbtSociety/status/481484048351895552,1,0
False,None,Nigerian Society of Haematology and Blood Transfusion.,hemophiliafed~NHF_Hemophilia~1PM,hemophilia,http://twitter.com/hbtsociety,False,None,481484048351895552,en,0,06/24/14,hbtsociety,http://twitter.com/hbtsociety/status/481484048351895552,False,None,None,RT @hemophiliafed: Join us &amp; @NHF_Hemophilia for a #HemoChat @1PM EST tomorrow that's all about #bleedingdisorders #hemophilia camps. Tell …,72,6.9529552,None,Nigeria ,http://twitter.com/HbtSociety/status/481484048351895552,1,0
